большею частью пьер 0.0909090909091
-- он узнал 0.00549450549451
анна михайловна завела 0.01
будто бы у 0.027027027027
сноска 10 отец 0.0714285714286
было заметно никаких 0.0666666666667
бесчисленное количество несчастных 0.0833333333333
всякий раз встречал 0.0151515151515
у нас войска 0.0108695652174
мне очень больно 0.0454545454545
как ему говорили 0.0238095238095
по его щекам 0.0175438596491
это время беспрестанно 0.00595238095238
князь андрей уехал 0.00385604113111
последний раз выпустили 0.03125
которую он дорого 0.0117647058824
несколько раз спрашивала 0.00990099009901
считал себя причиной 0.0625
еще раз оно 0.0166666666667
жалко было жизни 0.0666666666667
вниз по аллее 0.0909090909091
!... -- только 0.04
он стал шутить 0.0227272727273
из тех дипломатов 0.030303030303
а он схватил 0.0238095238095
мой милый граф 0.0350877192982
молодой человек ... 0.0131578947368
все это хорошо 0.00772200772201
когда они над 0.0208333333333
стояли у двери 0.0666666666667
сказал себе князь 0.0833333333333
бы было остаться 0.0204081632653
233 ;, 232 0.0909090909091
как бы по 0.00367647058824
-- сказал фейерверкер 0.0015625
а он был 0.0714285714286
во время вальса 0.016393442623
он был уверен 0.00573065902579
чтобы быть ревнивой 0.04
видеть его таким 0.0714285714286
?.. -- взять-то 0.0454545454545
чем же толковать 0.0526315789474
2 2 берг 0.00416666666667
это было почти 0.00446428571429
было ни у 0.0555555555556
когда она достигала 0.00990099009901
строго сказал ему 0.0833333333333
-- спрашивал пьер 0.0434782608696
когда она возвратилась 0.00990099009901
когда его понесли 0.037037037037
такая же толпа 0.0714285714286
как говорил один 0.0833333333333
из всех здесь 0.0232558139535
карл иваныч лист 0.0131578947368
честное слово молчать 0.0588235294118
эти слова князя 0.0196078431373
-- по силе 0.037037037037
было слишком восторженно 0.0909090909091
из самых замечательнейших 0.04
по которой шли 0.037037037037
еще более прищурил 0.00961538461538
которые он прочел 0.00934579439252
2 2 казалось 0.00833333333333
другую сторону цветов 0.0526315789474
тотчас же бежит 0.00480769230769
надо было выдерживать 0.00584795321637
будто он очень 0.0185185185185
который он берег 0.0227272727273
бы он со 0.010752688172
а то бывает 0.0103092783505
еще много бежало 0.0909090909091
тот же момент 0.0142857142857
из всех рассказов 0.0232558139535
2 2 наполеон 0.00833333333333
чтоб он принес 0.037037037037
как будто примеряясь 0.00173611111111
из этих достоинств 0.030303030303
может быть наука 0.00323624595469
да вот выехала 0.05
казалось ему подтверждением 0.0769230769231
больше чем обыкновенную 0.0588235294118
это очень весело 0.0322580645161
чувствовал себя кругом 0.0185185185185
уже были употреблены 0.0909090909091
от себя известную 0.0217391304348
как ни свежо 0.015625
как только они 0.0202702702703
же время из 0.0196078431373
он был приятен 0.00286532951289
которой она подслушивала 0.0357142857143
по вечерам приезжала 0.0833333333333
же день кутузов 0.0714285714286
после отъезда николая 0.0588235294118
которую он читает 0.0117647058824
надо было бездетному 0.00584795321637
а только может 0.0294117647059
мне очень понравилось 0.0454545454545
из кармана двойной 0.0769230769231
тот же ряд 0.0142857142857
того самого дубкова 0.0588235294118
всю свою историю 0.0666666666667
мог видеть выражение 0.0714285714286
от москвы полтораста 0.0625
три дня апосля 0.047619047619
был одет хуже 0.0769230769231
пьер видел анну 0.0454545454545
-- сказал человек 0.00078125
будто он только 0.037037037037
пьер взял налитой 0.0909090909091
по моему убеждению 0.0909090909091
первую минуту получения 0.05
-- сказал старичок 0.0015625
при этом самым 0.0166666666667
-- начал адъютант 0.03125
был очень услужливый 0.0217391304348
как будто примерзая 0.00173611111111
сказала она укоризненно-взволнованным 0.00392156862745
чтобы они удалились 0.0454545454545
должен быть честен 0.03125
для нас той 0.0357142857143
сказать ей что-нибудь 0.0666666666667
у них несчастие 0.0178571428571
еще раз поплакали 0.0166666666667
где он желает 0.013698630137
он сам выдумал 0.00980392156863
как он побледнел 0.00291545189504
а только переменило 0.0294117647059
когда она околеет 0.00990099009901
во время войн 0.00546448087432
князь василий понял 0.00649350649351
пять минут данило 0.05
один из всех 0.0161290322581
пьер был встречен 0.0294117647059
ли он счастлив 0.0151515151515
он уже вышел 0.0222222222222
же мгновение горячее 0.0454545454545
сказала она вдруг 0.00392156862745
надо было поесть 0.00584795321637
по лицу щербинина 0.0909090909091
если бы он 0.0705882352941
от этого труда 0.0185185185185
еще более отдаленному 0.00961538461538
-- какое ничтожество 0.0833333333333
тотчас же теряют 0.00480769230769
наталья савишна могла 0.0384615384615
еще больше богатств 0.0243902439024
этот вечер анны 0.0344827586207
же время они 0.0196078431373
же он тотчас 0.027027027027
ему казалось самым 0.015873015873
несколько раз сряду 0.019801980198
он был необычайно 0.00286532951289
... -- поспешно 0.005
от этой связи 0.0833333333333
без всякого загораживания 0.0714285714286
такой степени опустилась 0.0344827586207
стало быть ясно 0.0217391304348
это был тип 0.00757575757576
сноска 16 послушайте 0.0833333333333
-- однако д 0.0555555555556
как бы пренебрегая 0.00367647058824
а у полкового 0.0322580645161
когда он во 0.00420168067227
где же живому 0.0588235294118
из которых он 0.0540540540541
илья андреич одобрил 0.0196078431373
у него особенно 0.00438596491228
она очень милая 0.0555555555556
можно скорее доставить 0.0588235294118
это была гвардия 0.0147058823529
первый раз мясная 0.00763358778626
же как наташа 0.0153846153846
анна павловна вернулись 0.010101010101
должно было победить 0.0149253731343
а у ростовых 0.0322580645161
когда же наконец 0.0434782608696
во всех людях 0.0277777777778
тому назад признанную 0.0117647058824
ни одного мгновения 0.0192307692308
он был вместе 0.00286532951289
он несколько иначе 0.0526315789474
отошел от наказываемого 0.0666666666667
-- сказал вдруг 0.00234375
это время вторая 0.00595238095238
после обеда послушать 0.02
все его малейшие 0.0277777777778
у нее во 0.015625
... -- прошептал 0.005
когда его сдавили 0.037037037037
вперед по лугу 0.0555555555556
своей дочери сноска 0.0833333333333
которым он говорил 0.0408163265306
от этого молодого 0.0185185185185
со мной никогда 0.0227272727273
во время приезда 0.00546448087432
его под мышку 0.0909090909091
все это заглушило 0.003861003861
по лицу шварца 0.0909090909091
которой она знала 0.0357142857143
для нее сделано 0.015873015873
больше он проникался 0.0666666666667
другой день приехал 0.0267857142857
-- сказал николенька 0.00078125
этот вечер было 0.0344827586207
он мне казался 0.0434782608696
она еще сорок 0.0526315789474
все свои умственные 0.0333333333333
глубине души иван 0.0666666666667
тому же панову 0.0909090909091
он писал сестре 0.047619047619
одно из распоряжений 0.0333333333333
ей было стать 0.04
-- он сделал 0.010989010989
это был такой 0.00757575757576
надо было сидеть 0.00584795321637
его по назначению 0.0769230769231
отошел от костра 0.0666666666667
он имел власть 0.0357142857143
перед ним сторонились 0.0133333333333
как вдруг у 0.0666666666667
-- говорил генерал 0.00561797752809
после обеда князю 0.02
... сноска 22 0.0172413793103
сказал ей во 0.0454545454545
-- а мне 0.0174825174825
как хорошо бы 0.05
одну из высших 0.0714285714286
-- сказал добродушно 0.00078125
этих двух счастливых 0.0909090909091
был уже полковник 0.0434782608696
всякий раз дубков 0.0151515151515
чем она увидала 0.0769230769231
а это умолчание 0.027027027027
вскоре после возвращения 0.0434782608696
был только обстоятельство 0.0769230769231
всю свою смелость 0.0333333333333
самое время мне 0.04
ли она точно 0.0416666666667
начал говорить генерал 0.0384615384615
мне было часто 0.0208333333333
перед ними никакого 0.05
наташа была счастлива 0.05
бы он владел 0.010752688172
он все критиковал 0.0243902439024
а уж тут 0.0666666666667
его было злобно 0.0243902439024
часто бывает ... 0.0625
этом случае живее 0.0909090909091
свою жизнь любил 0.0333333333333
ко мне ближе 0.00769230769231
когда он приезжает 0.00420168067227
выходя из кабинета 0.0666666666667
... сноска 146 0.0172413793103
можно было все 0.0188679245283
был очень длинен 0.0434782608696
ради бога ничего 0.0285714285714
жалко было ивана 0.0666666666667
по случаю этих 0.0344827586207
как будто связывало 0.00173611111111
во сне убитых 0.03125
когда все ждут 0.025641025641
можно ли ей 0.0714285714286
после этого был 0.0175438596491
где он более 0.013698630137
два раза для 0.0222222222222
-- он верно 0.00549450549451
сноска 23 нет 0.0833333333333
его от голодной 0.0526315789474
перед ним тени 0.0133333333333
как бы смеясь 0.00367647058824
когда он очнулся 0.0168067226891
как можно ... 0.0169491525424
сказала она таинственным 0.00392156862745
иван матвеевич придет 0.0666666666667
2 2 от 0.0125
-- это опять 0.00657894736842
бог знает откуда 0.0588235294118
когда он мог 0.00840336134454
со мной несчастия 0.0113636363636
он уже предвидел 0.0222222222222
сказал он при 0.00161290322581
между тем как 0.0508474576271
та же крестьянка 0.0188679245283
должен был раньше 0.00952380952381
всех других пунктов 0.0625
еще более отклониться 0.00961538461538
могла бы измениться 0.0714285714286
как все легко 0.03125
это было невыносимо 0.00446428571429
у князя голицына 0.0454545454545
расположении духа снова 0.025641025641
которое он всегда 0.0133333333333
для них это 0.0606060606061
по дороге скакали 0.0192307692308
-- а вишь 0.0034965034965
ей было объявлено 0.04
том же роде 0.0645161290323
своем воображении картины 0.0833333333333
которого он видел 0.0138888888889
его жизнь правильным 0.0833333333333
без исключения уважали 0.0769230769231
надо ... наташа 0.0909090909091
-- обратилась княжна 0.0526315789474
все это благо 0.003861003861
он стал доказывать 0.0227272727273
граф растопчин писал 0.0344827586207
этот день добра 0.0147058823529
десять часов пехотные 0.0769230769231
когда все вышли 0.0512820512821
без всякой новой 0.0384615384615
тем менее необходимости 0.0714285714286
продолжал он по-французски 0.0212765957447
могла быть вполне 0.0588235294118
она стала искать 0.0625
ему казалось необходимо 0.015873015873
а теперь все 0.0161290322581
от них проку 0.0212765957447
из его генералов 0.0555555555556
было ему приехать 0.0625
из него слова 0.0555555555556
было ему естественно 0.0625
она стала бы 0.0625
-- отвечал слуга 0.008
видно было клочка 0.0104166666667
-- бог тут 0.0909090909091
а теперь их 0.0161290322581
-- начал балашев 0.03125
она все гулянье 0.0588235294118
еще более замечательна 0.00961538461538
... вот эти 0.05
когда ему предлагали 0.0606060606061
-- она подошла 0.0121951219512
как будто показывал 0.00173611111111
по всему городу 0.0666666666667
несколько минут солнце 0.030303030303
для него только 0.014598540146
через него устроить 0.0909090909091
было слишком неестественно 0.0909090909091
тотчас же перешел 0.00480769230769
его было упала 0.0243902439024
-- отвечал данила 0.008
только она стала 0.0625
время как казалось 0.00833333333333
все казалось ей 0.0666666666667
князю андрею было 0.0194174757282
а он любовник 0.0238095238095
как бы от 0.00735294117647
это был дурной 0.00757575757576
этом отношении моя 0.0909090909091
еще более неприятно 0.00961538461538
она только слегка 0.0714285714286
видите ли он 0.0769230769231
-- сказал тушин 0.0046875
как будто угадав 0.00173611111111
французский офицер был 0.0714285714286
должны были разрешиться 0.0161290322581
все это значить 0.003861003861
маленькая княгиня вовлекла 0.0227272727273
ему это все 0.0909090909091
он хотел остановиться 0.016393442623
он был такого 0.00286532951289
которое было откинуто 0.0357142857143
время как графа 0.00833333333333
от этих страданий 0.0714285714286
как только князь 0.0202702702703
большей частью обрушивались 0.0344827586207
-- где тут 0.05
как будто слова 0.00173611111111
все это давно 0.003861003861
ни одного вина 0.0192307692308
этого человека как 0.04
-- говорила дуняша 0.020618556701
!.. -- поднялся 0.0384615384615
как бы любезно 0.00367647058824
такой степени слитое 0.0344827586207
-- вот влюбиться 0.00714285714286
каждым днем приезда 0.0714285714286
то есть ней 0.0077519379845
-- ну какое 0.00332225913621
-- перебил пьер 0.0666666666667
надо ... -- 0.0909090909091
-- очень недурна 0.0322580645161
сидел у печки 0.0769230769231
стоял у дворцового 0.0434782608696
как он рассыпался 0.00291545189504
он особенно нежно 0.0833333333333
2 2 николай 0.00416666666667
было еще прежде 0.0333333333333
-- ах это 0.018018018018
все свои поступки 0.0333333333333
когда он получал 0.00420168067227
той же материи 0.0263157894737
когда она высморкалась 0.00990099009901
когда он это 0.00840336134454
кто же владимира 0.0454545454545
это был р 0.00757575757576
она была куплена 0.00746268656716
тысячу раз сряду 0.0833333333333
старый граф отозвал 0.0294117647059
он стал барабанить 0.0227272727273
сейчас же очень 0.0357142857143
может быть провереи 0.00323624595469
это было неприлично 0.00446428571429
нужно было закупать 0.010101010101
было ему необходимо 0.0625
это время все 0.00595238095238
-- только наше 0.0227272727273
было все легко 0.047619047619
сказала графиня тихим 0.02
другой день алпатыч 0.00892857142857
он очень вырос 0.0238095238095
про которую рассказывал 0.0714285714286
ни одного солдата 0.0384615384615
было это бегство 0.0625
а только смотреть 0.0294117647059
-- все большее 0.00909090909091
послышались шаги папа 0.0909090909091
было теперь тяжеле 0.0714285714286
-- только уж 0.0454545454545
он теперь изложил 0.0238095238095
-- отвечал барабанщик 0.008
а другой -- 0.0909090909091
-- проговорил багратион 0.0117647058824
где он будет 0.013698630137
было бы жалованья 0.0111111111111
-- надо было 0.0588235294118
есть только зависимость 0.0526315789474
он бы согласен 0.0322580645161
воображении своем решал 0.0833333333333
она делала при 0.0769230769231
мне было стыдно 0.0416666666667
чтобы он прост 0.0172413793103
по их описанию 0.0909090909091
для всех домашних 0.0588235294118
нельзя было увезти 0.016
как ни жмешься 0.015625
старого графа было 0.0555555555556
теперь он намеревался 0.037037037037
было очень просто 0.0294117647059
князь ипполит перенес 0.0416666666667
может быть назначен 0.00323624595469
от него добро 0.00617283950617
она всегда отвечала 0.0833333333333
он должен погибнуть 0.0263157894737
она никогда ясно 0.0909090909091
из толпы бегущих 0.0909090909091
прошу вас перестать 0.0625
эти были последние 0.0666666666667
из своей стоянки 0.0588235294118
еще раз учтиво 0.0166666666667
было что-то хорошее 0.0714285714286
все еще красивый 0.027027027027
всего этого движения 0.047619047619
для нее радость 0.015873015873
-- продолжала графиня 0.0952380952381
первый раз должен 0.00763358778626
которые он доставал 0.00934579439252
которые он произнесет 0.00934579439252
-- по моде 0.037037037037
нельзя было отнять 0.008
ли он по-французски 0.0151515151515
душе его оторвалось 0.0555555555556
из своих убежищ 0.05
она всегда имеет 0.0833333333333
где он служил 0.013698630137
ли это действительно 0.037037037037
2 когда лорис-меликов 0.0526315789474
во сне чуть 0.03125
полковой командир салютовал 0.0217391304348
со стороны пьера 0.0357142857143
во мне сознание 0.0222222222222
все его частности 0.0277777777778
княжна марья подвинулась 0.0027397260274
раз он перейдет 0.05
его под зад 0.0909090909091
нужно было время 0.010101010101
больше всего отдавалась 0.0333333333333
бы было тепло 0.0204081632653
во весь рот 0.0588235294118
он может жениться 0.05
ни одной частью 0.05
она еще долго 0.0526315789474
еще более стало 0.00961538461538
-- продолжала элен 0.047619047619
надо было одному 0.00584795321637
несколько минут молодая 0.030303030303
же минуту совсем 0.0434782608696
которое она ценила 0.030303030303
повторил он еще 0.0357142857143
было заметно что-то 0.0666666666667
можно было вынуть 0.0188679245283
мне было совестно 0.0416666666667
а вот она 0.0212765957447
князь андрей оставил 0.0025706940874
которых он вновь 0.0178571428571
из которых одну 0.027027027027
2 2 по 0.00416666666667
это было вечером 0.00446428571429
мне было у 0.0208333333333
еще менее могло 0.0555555555556
которые он чувствовал 0.00934579439252
ни одного дня 0.0192307692308
то же выражение 0.019305019305
из этих четырех 0.030303030303
князь андрей неохотно 0.0012853470437
ему руку выше 0.0769230769231
сказал пьер любопытно 0.00699300699301
-- кто же 0.0454545454545
до конца московского 0.047619047619
как это делали 0.00826446280992
2 2 выл 0.00416666666667
может быть объяснено 0.00323624595469
период времени произошли 0.0625
анна павловна повернулась 0.010101010101
одного из противоречащих 0.030303030303
он хотел возразить 0.016393442623
он будет нынче 0.0294117647059
а только хотелось 0.0294117647059
-- кто старший 0.0454545454545
-- уж мало 0.05
тем чтобы посоветоваться 0.0588235294118
еще до вечера 0.0833333333333
этот день наташу 0.0147058823529
княжна марья пожала 0.00547945205479
хоть бы поскорей 0.047619047619
надо было всю 0.00584795321637
сноска 17 князь 0.0833333333333
всей душой верил 0.0625
отчего ж нам 0.0769230769231
лицо его имело 0.0114942528736
марья дмитриевна разливала 0.00900900900901
который он составил 0.0227272727273
весь этот мрак 0.0666666666667
иван ильич отсылал 0.00769230769231
она видела теперь 0.0689655172414
избавиться от телянина 0.0526315789474
того чтобы идти 0.0416666666667
она хотела выворотить 0.0526315789474
княжна марья прижалась 0.0027397260274
-- она помнила 0.0121951219512
может быть заблуждение 0.00323624595469
прасковья федоровна хотела 0.0333333333333
более всего ему 0.0333333333333
-- продолжал тот 0.0117647058824
были все большие 0.0833333333333
он заметил вчера 0.05
эти были поставлены 0.0666666666667
после этого чернышев 0.0175438596491
когда он слушал 0.00420168067227
еще более страшные 0.00961538461538
еще более отрывистые 0.00961538461538
для него торжественный 0.00729927007299
яков алпатыч !.. 0.0714285714286
несколько дней он 0.0333333333333
-- вдруг неожиданно 0.0344827586207
было сделано столько 0.0769230769231
-- а тебе 0.0034965034965
потом он отвернулся 0.0434782608696
для него вопросы 0.00729927007299
от нас ... 0.05
нужно было ростову 0.010101010101
он уже приехал 0.0222222222222
несколько минут послышались 0.030303030303
только для себя 0.025641025641
он увидал наташу 0.025
ко мне между 0.00769230769231
как бы шепчущиеся 0.00367647058824
мне еще неизвестных 0.0833333333333
опять все затихло 0.0714285714286
самом деле интересовал 0.0454545454545
как она могла 0.00934579439252
-- а мои 0.0034965034965
-- она взглянула 0.0365853658537
ни было -- 0.0178571428571
у него руки 0.00438596491228
анна михайловна послала 0.01
больше всех ему 0.0909090909091
того времени все 0.0277777777778
выражение его глаз 0.0714285714286
теперь все для 0.05
другую сторону рт 0.0526315789474
княжна марья вновь 0.0027397260274
он открыл ставни 0.0833333333333
между ними заключилось 0.0357142857143
том же бородинском 0.0161290322581
-- это князь 0.00657894736842
-- отвечал голос 0.032
время сражения он 0.0714285714286
казалось ему недостойным 0.0769230769231
?... -- спрашивал 0.0294117647059
бы очень огорчен 0.0833333333333
прасковья федоровна выслушивала 0.0333333333333
при этом она 0.0166666666667
только от блестящей 0.0909090909091
был еще менее 0.0666666666667
сколько ни твержу 0.0909090909091
бы быть исполнено 0.0384615384615
которые он достанет 0.018691588785
сноска 4 герцог 0.0714285714286
все было то 0.0161290322581
которые он продавал 0.00934579439252
том числе долохов 0.0909090909091
спросил у адъютанта 0.0416666666667
тем выражением лица 0.0909090909091
несколько дней княжна 0.0333333333333
п ., или 0.0625
дать ему нравственных 0.047619047619
это все очень 0.0285714285714
сам себе казался 0.0232558139535
все были бледны 0.025
прежде всего хотел 0.0769230769231
можно было видеть 0.0188679245283
сказал он ротному 0.00161290322581
во всех возможных 0.0138888888889
душе своей благоговейный 0.0588235294118
была только потребность 0.0769230769231
из-за двери выскочила 0.0666666666667
во мне скрытность 0.0222222222222
ни одного здорового 0.0192307692308
-- закричал анатоль 0.0185185185185
он у ростова 0.0526315789474
-- говорила гостья 0.0103092783505
только одна пожилая 0.0714285714286
было бы интереснее 0.0111111111111
тот самый момент 0.0238095238095
когда она была 0.049504950495
крайней мере такое 0.030303030303
из своих сыновей 0.05
-- проговорил тимохин 0.0117647058824
он увидал то 0.025
князь андрей выступил 0.0012853470437
позволил себе осторожно 0.0666666666667
илья андреич придумал 0.0196078431373
во всем ужасе 0.012987012987
бы мне нужен 0.0384615384615
он это изречение 0.037037037037
сидел у себя 0.0769230769231
во время суеты 0.00546448087432
отвернулся от ростова 0.0769230769231
другой -- дочь 0.0909090909091
по всему дому 0.0666666666667
мне хотелось измучиться 0.0666666666667
... -- изволили 0.0025
несколько раз оглянулся 0.019801980198
мне хотелось видеть 0.0666666666667
бы было знать 0.0204081632653
мне это купил 0.0588235294118
об этом думала 0.00934579439252
как ей сказали 0.0909090909091
все эти дела 0.0322580645161
бог знает вернется 0.0196078431373
это были следы 0.0227272727273
эту минуту особенно 0.0119047619048
должно было слушать 0.0149253731343
есть ли у 0.0833333333333
-- мне бы 0.0238095238095
еще более сгустилась 0.00961538461538
он имеет дело 0.0714285714286
она знала это 0.0238095238095
было очень задумчиво 0.0294117647059
-- сказал м 0.00078125
обо мне могли 0.0526315789474
такой же стон 0.03125
все это отговорки 0.003861003861
пьер был несколько 0.0294117647059
была бы погибнуть 0.0434782608696
мог понять этого 0.0333333333333
была одна странница 0.0526315789474
ивана ильича то 0.013698630137
то же католическое 0.003861003861
под конец много 0.0833333333333
самом деле думаю 0.0454545454545
как он оглянулся 0.00291545189504
-- говорил мрачно 0.00561797752809
которую он последнею 0.0117647058824
между тем этот 0.0169491525424
сколько ни вглядывался 0.0909090909091
рано утром вышли 0.0526315789474
должны были ехать 0.0322580645161
как все помнит 0.03125
скоро ли пожалуют 0.0526315789474
ни для войны 0.0769230769231
бы было больше 0.0204081632653
сноска 1 мадам 0.0666666666667
это была та 0.0588235294118
-- только старайтесь 0.0227272727273
-- это дурно 0.00657894736842
из армии без 0.0526315789474
бы это гораздо 0.037037037037
от своего первого 0.0555555555556
он начал молиться 0.0666666666667
сноска 13 ядовитая 0.0769230769231
каждым днем решения 0.0714285714286
первый раз князь 0.00763358778626
могло быть другое 0.0172413793103
у него такие 0.00438596491228
было заметно прежнего 0.0666666666667
сделать для пьера 0.0833333333333
... а теперь 0.0555555555556
бы это были 0.037037037037
из них по 0.0253164556962
как теперь вспоминаю 0.0322580645161
всякую минуту повторения 0.0344827586207
чем же виноват 0.0526315789474
ко мне узнавать 0.00769230769231
который он придумал 0.0227272727273
как ни невозможно 0.015625
вследствие того должны 0.0416666666667
которого он почти 0.0138888888889
сноска 25 затем 0.0909090909091
все дело ... 0.0454545454545
глаза его постоянно 0.0294117647059
чувствуя себя довольным 0.0588235294118
до того запутывали 0.0263157894737
он называл человеком 0.0526315789474
это совсем неинтересный 0.0909090909091
... вот собака 0.05
всех этих маневров 0.0333333333333
тому назад танцевал 0.0117647058824
для своего друга 0.0625
-- для них 0.0526315789474
ту же силу 0.0208333333333
от себя всех 0.0217391304348
которая была укреплена 0.0238095238095
сделать для пленных 0.0833333333333
может быть хорошо 0.00323624595469
настоящую минуту было 0.0909090909091
видны были все 0.0526315789474
его во двор 0.0909090909091
как же вена 0.00934579439252
целый день провозился 0.0434782608696
которой он родился 0.0111111111111
одном месте ногами 0.0588235294118
об этом сейчас 0.00934579439252
он хочет делать 0.0526315789474
как все мужчины 0.03125
как по бульвару 0.0769230769231
были бы поруганы 0.0714285714286
все было вздор 0.0161290322581
него была самая 0.0769230769231
будто все возвышавшийся 0.0555555555556
сказала ему несколько 0.0416666666667
он уже чувствует 0.0222222222222
проговорил он прерывисто 0.0161290322581
всякую минуту целовала 0.0344827586207
если бы кто-нибудь 0.0117647058824
все дело атаки 0.0454545454545
во всю жизнь 0.05
нужно было употребить 0.010101010101
он мог желать 0.0294117647059
первый раз во 0.0152671755725
видны были нечищенные 0.0526315789474
во всей свежести 0.0416666666667
как он переносит 0.00291545189504
которые он приводил 0.00934579439252
той же миной 0.0263157894737
он был стеснителен 0.00286532951289
того чтобы исполнять 0.0138888888889
как только пьер 0.0135135135135
старый граф отдыхал 0.0294117647059
для себя плешивые 0.0151515151515
одна из перемен 0.03125
это был офицер 0.0227272727273
еще менее надо 0.0555555555556
карл иваныч тотчас 0.0131578947368
бы ему удалось 0.0454545454545
он очень переменился 0.0238095238095
он теперь здоров 0.0238095238095
он делал до 0.0294117647059
андрей был жив 0.0625
надо было наказывать 0.00584795321637
у кого шашка 0.0666666666667
это время по 0.0119047619048
было говорить у 0.0769230769231
это есть существенное 0.0625
-- у каждой 0.03125
из москвы все 0.013698630137
по дороге несколько 0.0192307692308
оно было вызвано 0.0526315789474
тотчас же сообразил 0.00480769230769
эта была свезена 0.0833333333333
когда княжна велела 0.0909090909091
бы ни увидал 0.0222222222222
как у нас 0.0540540540541
от всех обстоятельств 0.03125
а все больше 0.0769230769231
как будто вот 0.00173611111111
где был полк 0.0555555555556
по случаю перемены 0.0344827586207
он видел отблескивающие 0.00925925925926
как будто жизнь 0.00173611111111
ведь это нехорошо 0.030303030303
-- проговорил алпатыч 0.0352941176471
ведь это очень 0.030303030303
после этого дуняша 0.0175438596491
как бы разбитой 0.00367647058824
по их привычке 0.0909090909091
было сделано все 0.0769230769231
было совершенно невозможно 0.0434782608696
надо было оставаться 0.00584795321637
ивана ильича действовали 0.013698630137
как она увидала 0.00934579439252
мне хотелось присоединиться 0.0666666666667
теперь уже поздно 0.0416666666667
-- или из 0.0714285714286
анна михайловна вмешалась 0.01
по случаю последних 0.0344827586207
-- сказал долгоруков 0.00390625
по своему характеру 0.04
тотчас же стала 0.00480769230769
для себя одного 0.0151515151515
-- они любили 0.0555555555556
потому он покорно 0.0833333333333
где же это 0.0588235294118
было написано из 0.0666666666667
между тем кутузов 0.0169491525424
было делать сейчас 0.0666666666667
который бы относил 0.0666666666667
по которой мерно 0.037037037037
-- продолжал петя 0.0235294117647
ей было очень 0.04
-- граф петр 0.0526315789474
как бы сама 0.00367647058824
это было похоже 0.00446428571429
мне надо ... 0.0952380952381
каждый день заезжал 0.0196078431373
бывает у горцев 0.0833333333333
каким образом тогда 0.0294117647059
-- то по 0.0434782608696
это был ужасный 0.00757575757576
как ей казалось 0.0909090909091
от нас больших 0.05
-- она посидела 0.0121951219512
тотчас же обратилась 0.00480769230769
бы быть прощен 0.0384615384615
